591,可口可乐塑料瓶 1.5公升,可口可乐,可口可乐瓶装1500毫升
521,可口可乐塑料1.0升,可口可乐,可口可乐瓶装1000毫升
51,可口可乐塑料瓶 2.3公升,可口可乐,可口可乐瓶装2300毫升
980,可口可乐塑料包装2.5升,可口可乐,可口可乐瓶装2500毫升
