sku_name,others
公仔碗仔面风味排骨味盒装40克,其他_方便面
康师傅卤香牛肉拌面盒装123克,其他_方便面
康师傅香辣牛肉拌面盒装132克,其他_方便面
康师傅红烧牛肉干拌面盒装126克,其他_方便面
康师傅老坛酸菜牛肉拌面盒装137克,其他_方便面
康师傅大食桶老坛酸菜牛肉面盒装159克,其他_方便面
康师傅大食桶香辣牛肉面盒装143克,其他_方便面
康师傅大食桶红烧牛肉面盒装143克,其他_方便面
康师傅日式豚骨面盒装109克,其他_方便面
康师傅酸酸辣辣豚骨面盒装110克,其他_方便面
康师傅海鲜豚骨面盒装116克,其他_方便面
康师傅红烧牛肉面盒装103克,其他_方便面
康师傅老陈醋酸辣牛肉面盒装119克,其他_方便面
康师傅香菇炖鸡面盒装101克,其他_方便面
康师傅香辣牛肉面盒装105克,其他_方便面
康师傅老坛酸菜牛肉面盒装119克,其他_方便面
康师傅老坛酸菜牛肉面盒装71克,其他_方便面
康师傅金汤虾球面盒装109克,其他_方便面
康师傅鲜虾鱼板面盒装98克,其他_方便面
康师傅黑胡椒牛排面盒装111克,其他_方便面
康师傅白胡椒肉骨面盒装108克,其他_方便面
康师傅金汤肥牛面盒装112克,其他_方便面
杨掌柜高人拉面湘妹香辣味+泡菜盒装148克,其他_方便面
杨掌柜高人拉面浓情番茄味+花生盒装152克,其他_方便面
杨掌柜高人拉面山椒肥牛味+卤蛋盒装156克,其他_方便面
杨掌柜高人拉面川娃藤椒味+泡菜盒装146克,其他_方便面
杨掌柜粉面菜蛋诱惑酸麻味盒装191克,其他_方便面
杨掌柜粉面菜蛋香辣酸豆角味盒装192克,其他_方便面
杨掌柜粉面菜蛋金汤肥牛味盒装183克,其他_方便面
今麦郎1桶半红烧牛肉面盒装146克,其他_方便面
曹操饿了免泡即食拌面火鸡味盒装249.5克,其他_方便面
曹操饿了免泡即食拌面小面味盒装249.5克,其他_方便面
曹操饿了免泡即食拌面番茄味盒装249.5克,其他_方便面
曹操饿了免泡即食拌面黄焖鸡味盒装249.5克,其他_方便面
五谷道场番茄牛腩面盒装107克,其他_方便面
五谷道场红烧牛肉面盒装101克,其他_方便面
五谷道场豉汁辣排面盒装104克,其他_方便面
汤达人日式豚骨拉面盒装130克,其他_方便面
汤达人酸酸辣辣豚骨拉面盒装130克,其他_方便面
汤达人韩式辣牛肉汤面盒装127克,其他_方便面
汤达人海鲜拉面盒装130克,其他_方便面
汤达人罗宋汤面盒装136克,其他_方便面
日清UFO飞碟炒面四川火锅风味盒装118克,其他_方便面
日清UFO飞碟炒面虾仁炒面风味盒装116克,其他_方便面
日清UFO飞碟炒面鱼香肉丝风味盒装124克,其他_方便面
康师傅炒面套餐XO酱牛肉炒面盒装123克,其他_方便面
康师傅炒面套餐葱油拌面盒装117克,其他_方便面
康师傅炒面套餐香辣肉酱炒面盒装120克,其他_方便面
康师傅炒面套餐鱼香肉丝炒面盒装117克,其他_方便面
康师傅红烧牛肉面双享卤蛋王盒装151克,其他_方便面
康师傅红烧排骨面盒装108克,其他_方便面
康师傅老坛酸菜牛肉面双享卤蛋王盒装163克,其他_方便面
康师傅卤香牛肉面盒装108克,其他_方便面
康师傅西红柿鸡蛋打卤面盒装108克,其他_方便面
康师傅香辣牛肉面双享卤蛋王盒装149克,其他_方便面
农心辣白菜正宗韩国汤味拉面盒装70克,其他_方便面
农心石锅牛肉拉面盒装70克,其他_方便面
农心辛拉面香菇牛肉面盒装65克,其他_方便面
日清合味道油炸方便面冬阴功风味盒装80克,其他_方便面
日清合味道油炸方便面海鲜风味盒装84克,其他_方便面
日清合味道油炸方便面咖喱牛肉风味盒装87克,其他_方便面
日清合味道油炸方便面麻辣牛肉风味盒装83克,其他_方便面
日清合味道油炸方便面五香牛肉风味盒装84克,其他_方便面
日清合味道油炸方便面虾仁风味盒装82克,其他_方便面
日清合味道油炸方便面香辣牛肉风味盒装83克,其他_方便面
日清合味道油炸方便面意大利牛肉风味盒装86克,其他_方便面
日清合味道油炸方便面猪骨浓汤风味盒装86克,其他_方便面
汤达人海鲜拉面盒装72克,其他_方便面
汤达人韩式辣牛肉汤面盒装72克,其他_方便面
汤达人罗宋汤面盒装90克,其他_方便面
汤达人日式豚骨拉面盒装83克,其他_方便面
汤达人酸酸辣辣豚骨面盒装90克,其他_方便面
汤达人味噌拉面盒装72克,其他_方便面
统一相拌一城干拌面上海葱油拌面风味盒装113克,其他_方便面
统一相拌一城干拌面重庆豌杂面风味盒装125克,其他_方便面
康师傅大食袋红烧牛肉面袋装145克,其他_方便面
康师傅大食袋老坛酸菜牛肉面袋装162克,其他_方便面
康师傅大食袋香辣牛肉面袋装144克,其他_方便面
康师傅海鲜豚骨面袋装107克,其他_方便面
康师傅黑胡椒牛排面袋装107克,其他_方便面
康师傅红烧牛肉面袋装100克,其他_方便面
康师傅红烧排骨面袋装99克,其他_方便面
康师傅金汤肥牛面袋装112克,其他_方便面
康师傅金汤虾球面袋装104克,其他_方便面
康师傅辣卤香牛肉面袋装103克,其他_方便面
康师傅老陈醋酸辣牛肉面袋装108克,其他_方便面
康师傅卤香牛肉面袋装101克,其他_方便面
康师傅日式豚骨面袋装105克,其他_方便面
康师傅随心杯红烧牛肉面盒装64克,其他_方便面
康师傅随心杯老坛酸菜牛肉面盒装71克,其他_方便面
康师傅随心杯鲜虾鱼板面盒装59克,其他_方便面
康师傅随心杯香菇炖鸡面盒装62克,其他_方便面
康师傅随心杯香辣牛肉面盒装63克,其他_方便面
农心辣白菜拉面袋装120克,其他_方便面
农心辣白菜拉面浓情芝士味袋装120克,其他_方便面
农心石锅牛肉拉面袋装120克,其他_方便面
农心乌龙面乌冬汤味袋装120克,其他_方便面
农心辛拉面香菇牛肉面袋装120克,其他_方便面
日清出前一丁方便面麻油味袋装100克,其他_方便面
汤达人日式豚骨拉面袋装125克,其他_方便面
汤达人酸酸辣辣豚骨面袋装130克,其他_方便面
统一红烧牛肉面袋装103克,其他_方便面
统一精炖番茄牛肉面袋装107克,其他_方便面
统一老坛泡椒牛肉面袋装110克,其他_方便面
统一老坛酸菜牛肉面香辣味袋装121克,其他_方便面
统一老坛酸豆角排骨面袋装110克,其他_方便面
统一卤香牛肉面袋装112克,其他_方便面
统一巧面馆香菇炖鸡味面袋装90克,其他_方便面
统一香辣牛肉面袋装100克,其他_方便面
汤达人原盅鸡汤面盒装85克,其他_方便面
汤达人原盅鸡汤面盒装73克,其他_方便面
康师傅老坛酸菜牛肉面袋装114克,其他_方便面
康师傅香菇炖鸡面袋装97克,其他_方便面
康师傅鲜虾鱼板面袋装101克,其他_方便面
康师傅酸酸辣辣豚骨面袋装107克,其他_方便面
三养火鸡干拌面袋装140克,其他_方便面
吴氏种田佬杂粮老坛酸菜荞麦面盒装108克,其他_方便面
公仔DOLL炒面王蚝油海鲜味盒装109克,其他_方便面
公仔DOLL炒面王特式香辣酱味盒装112克,其他_方便面
五谷道场酸笋肥牛面盒装118克,其他_方便面
康师傅卤香牛肉面袋装104克,其他_方便面
康师傅红烧牛肉面袋装103克,其他_方便面
康师傅香菇炖鸡面袋装100克,其他_方便面
康师傅老坛酸菜牛肉面袋装117克,其他_方便面
统一来一桶香菇炖鸡面盒装103克,其他_方便面
今麦郎1桶半老坛酸菜牛肉面盒装165克,其他_方便面
今麦郎1桶半香辣牛肉面盒装150克,其他_方便面
五谷道场海带排骨面盒装107克,其他_方便面
日清UFO飞碟炒面铁板牛肉风味盒装122克,其他_方便面
康师傅红烧牛肉拌面盒装129克,其他_方便面
康师傅辣卤香牛肉面盒装110克,其他_方便面
南街村鲜拌面红油辣子味盒装255克,其他_方便面
五谷道场酸汤老鸭面盒装101克,其他_方便面
五谷道场原盅鸡汤面盒装99克,其他_方便面
今麦郎1桶半葱香排骨面盒装158克,其他_方便面
南街村鲜拌面铁板牛肉味盒装255克,其他_方便面
南街村鲜拌面酱爆排骨味盒装255克,其他_方便面
南街村鲜拌面红烧牛肉味盒装255克,其他_方便面
南街村鲜拌面葱油鸡丝味盒装255克,其他_方便面
南街村鲜拌面海珍蟹皇味盒装255克,其他_方便面
八道牛骨汤味杯面杯装65克,其他_方便面
