/home/konghaiyang/pricetag20190514/20190412/20190412020551-09a9b1c5-9963-4c38-9ab7-7001202f5332.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412035847-2642a714-f7c1-4918-be6f-179c79d32ffb.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412015637-67c125d4-7dba-4b55-98ed-8b0ce1a510df.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412091048-437b4419-b0ad-4f9c-a82b-5d370bf12de7.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412052505-b00259cd-7a1c-4947-94db-11eec1be8ecc.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412055644-b440a185-eb34-4874-ab42-adf5e3c7b490.jpg,5
/home/konghaiyang/pricetag20190514/20190412/20190412051247-d22b6670-1867-4b08-acf3-198929cefffb.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412050032-ec3fbac6-0d6f-4d6a-86c8-7b34b84c7fae.jpg,2
/home/konghaiyang/pricetag20190514/20190412/20190412021408-2ae7f433-d623-4477-9b08-c51f3f5f29ce.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412022339-cd7d94b1-e990-4400-815e-674a1a7362e7.jpg,1
/home/konghaiyang/pricetag20190514/20190412/20190412090456-16fc6ff3-134c-42df-9dd9-19419e7a637b.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412035720-948d7d6d-9754-48f9-928c-7ef4aa3cad4d.jpg,3
/home/konghaiyang/pricetag20190514/20190412/20190412090344-ce415d07-1808-435a-8a7f-5cb0c0aa2fb1.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412023625-e272d6fc-823c-48dd-81f9-2e6343490e4c.jpg,1
/home/konghaiyang/pricetag20190514/20190412/20190412104131-80e5212c-8d44-4cef-bb51-cb77ac92c7da.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412021717-89557972-6536-4f47-aecf-7add14d6e4a2.jpg,3
/home/konghaiyang/pricetag20190514/20190412/20190412085210-17f1c5de-954d-4356-af60-90698fbdaf48.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412043252-1ddbdd5f-1c2e-4000-8858-2891348bfd32.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412035549-3b8eaafb-f289-4344-b676-d5061f0436f7.jpg,1
/home/konghaiyang/pricetag20190514/20190412/20190412035207-36f4a820-d859-4fe2-a141-15dd686acd6d.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412074654-cfb51bfd-b3cb-469f-b0c3-67c48a03cf81.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412084552-eee6390f-e076-45ac-93d7-e7595f891a43.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412055741-c9722f11-0223-4bda-8e73-c34bff3f1a97.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412082041-8debe371-3467-4884-884c-2894fb62f496.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412055731-45ce0eb0-b09f-42bf-874c-3501243ea5ad.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412083341-d1db8987-3165-4103-8b5f-2855acef9a4d.jpg,0
/home/konghaiyang/pricetag20190514/20190412/20190412075230-e21daa1c-b98a-4e5c-9b70-8243812d3791.jpg,0
